# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 38
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R1
# Instrument ID: USBAK06E436
# Data supplier: Derek OKeeffe C.A.C
# Location name: Ireland, Cloughleafin, Mitchelstown, Cork
# Position (lat, lon, elev(m)): 52.2533, -8.3605, 80
# Local timezone: Europe/Dublin
# Time Synchronization: 
# Moving / Stationary position: stationary
# Moving / Fixed look direction: fixed
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0,0
# Field of view (degrees): 20
# Number of fields per line: 5
# SQM serial number: 4475
# SQM hardware identity: AK06E436
# SQM firmware version: 4-6-61
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000006,00000061,00004475
# SQM readout test rx: r, 09.47m,0000015504Hz,0000000000c,0000000.000s, 022.2C
# SQM readout test cx: c,00000019.94m,0000241.628s, 019.3C,00000008.71m, 019.9C
# DL time difference (seconds): -8
# DL retrieved at (UTC): 2019-06-01T12:58:47.077
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.205
# UDM setting: DL Retrieve All
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2019-05-21T20:55:05.000;2019-05-21T21:55:05.000;9.6;5.00;10.37;1
2019-05-21T21:00:05.000;2019-05-21T22:00:05.000;9.6;5.00;10.98;1
2019-05-21T21:05:05.000;2019-05-21T22:05:05.000;9.3;5.00;11.65;1
2019-05-21T21:10:05.000;2019-05-21T22:10:05.000;9.3;5.00;12.33;1
2019-05-21T21:15:05.000;2019-05-21T22:15:05.000;9.3;5.00;13.08;1
2019-05-21T21:20:05.000;2019-05-21T22:20:05.000;9.0;5.00;13.78;1
2019-05-21T21:25:05.000;2019-05-21T22:25:05.000;9.0;5.00;14.41;1
2019-05-21T21:30:05.000;2019-05-21T22:30:05.000;8.7;5.00;14.95;1
2019-05-21T21:35:05.000;2019-05-21T22:35:05.000;8.3;5.00;15.66;1
2019-05-21T21:40:05.000;2019-05-21T22:40:05.000;8.0;5.00;16.36;1
2019-05-21T21:45:05.000;2019-05-21T22:45:05.000;8.0;5.00;16.92;1
2019-05-21T21:50:05.000;2019-05-21T22:50:05.000;7.7;5.00;17.31;1
2019-05-21T21:55:05.000;2019-05-21T22:55:05.000;7.4;5.00;17.72;1
2019-05-21T22:00:05.000;2019-05-21T23:00:05.000;7.4;5.00;18.21;1
2019-05-21T22:05:05.000;2019-05-21T23:05:05.000;7.0;5.00;18.71;1
2019-05-21T22:10:05.000;2019-05-21T23:10:05.000;7.0;5.00;19.10;1
2019-05-21T22:15:05.000;2019-05-21T23:15:05.000;6.7;5.00;19.44;1
2019-05-21T22:20:05.000;2019-05-21T23:20:05.000;6.7;5.00;19.76;1
2019-05-21T22:25:05.000;2019-05-21T23:25:05.000;6.4;5.00;20.03;1
2019-05-21T22:30:05.000;2019-05-21T23:30:05.000;6.4;5.00;20.28;1
2019-05-21T22:35:05.000;2019-05-21T23:35:05.000;6.4;5.00;20.51;1
2019-05-21T22:40:06.000;2019-05-21T23:40:06.000;6.1;5.00;20.71;1
2019-05-21T22:45:06.000;2019-05-21T23:45:06.000;6.1;5.00;20.71;1
2019-05-21T22:50:05.000;2019-05-21T23:50:05.000;6.1;5.00;20.55;1
2019-05-21T22:55:05.000;2019-05-21T23:55:05.000;6.1;5.00;20.48;1
2019-05-21T23:00:05.000;2019-05-22T00:00:05.000;6.1;5.00;20.48;1
2019-05-21T23:05:05.000;2019-05-22T00:05:05.000;6.4;5.00;20.48;1
2019-05-21T23:10:05.000;2019-05-22T00:10:05.000;6.4;5.00;20.55;1
2019-05-21T23:15:07.000;2019-05-22T00:15:07.000;6.4;5.00;20.82;1
2019-05-21T23:20:06.000;2019-05-22T00:20:06.000;6.7;5.00;20.69;1
2019-05-21T23:25:06.000;2019-05-22T00:25:06.000;6.7;5.00;20.77;1
2019-05-21T23:30:05.000;2019-05-22T00:30:05.000;6.7;5.00;20.61;1
2019-05-21T23:35:05.000;2019-05-22T00:35:05.000;6.4;5.00;20.61;1
2019-05-21T23:40:05.000;2019-05-22T00:40:05.000;6.4;5.00;20.63;1
2019-05-21T23:45:05.000;2019-05-22T00:45:05.000;6.4;5.00;20.43;1
2019-05-21T23:50:05.000;2019-05-22T00:50:05.000;6.4;5.00;20.25;1
2019-05-21T23:55:05.000;2019-05-22T00:55:05.000;6.4;5.00;20.16;1
2019-05-22T00:00:05.000;2019-05-22T01:00:05.000;6.4;5.00;20.00;1
2019-05-22T00:05:05.000;2019-05-22T01:05:05.000;6.4;5.00;19.93;1
2019-05-22T00:10:05.000;2019-05-22T01:10:05.000;6.4;5.00;20.05;1
2019-05-22T00:15:05.000;2019-05-22T01:15:05.000;6.4;5.00;20.15;1
2019-05-22T00:20:05.000;2019-05-22T01:20:05.000;6.4;5.00;19.90;1
2019-05-22T00:25:05.000;2019-05-22T01:25:05.000;6.1;5.00;20.01;1
2019-05-22T00:30:05.000;2019-05-22T01:30:05.000;6.1;5.00;19.77;1
2019-05-22T00:35:05.000;2019-05-22T01:35:05.000;6.1;5.00;19.73;1
2019-05-22T00:40:05.000;2019-05-22T01:40:05.000;6.1;5.00;19.76;1
2019-05-22T00:45:05.000;2019-05-22T01:45:05.000;6.1;5.00;19.42;1
2019-05-22T00:50:05.000;2019-05-22T01:50:05.000;6.4;5.00;19.37;1
2019-05-22T00:55:05.000;2019-05-22T01:55:05.000;6.4;5.00;19.41;1
2019-05-22T01:00:05.000;2019-05-22T02:00:05.000;6.4;5.00;19.40;1
2019-05-22T01:05:05.000;2019-05-22T02:05:05.000;6.7;5.00;19.39;1
2019-05-22T01:10:05.000;2019-05-22T02:10:05.000;6.7;5.00;19.34;1
2019-05-22T01:15:05.000;2019-05-22T02:15:05.000;6.7;5.00;19.43;1
2019-05-22T01:20:05.000;2019-05-22T02:20:05.000;7.0;5.00;19.46;1
2019-05-22T01:25:05.000;2019-05-22T02:25:05.000;7.0;5.00;19.30;1
2019-05-22T01:30:05.000;2019-05-22T02:30:05.000;6.7;5.00;19.19;1
2019-05-22T01:35:05.000;2019-05-22T02:35:05.000;6.7;5.00;19.20;1
2019-05-22T01:40:05.000;2019-05-22T02:40:05.000;6.7;5.00;19.14;1
2019-05-22T01:45:05.000;2019-05-22T02:45:05.000;6.7;5.00;19.12;1
2019-05-22T01:50:05.000;2019-05-22T02:50:05.000;6.7;5.00;19.04;1
2019-05-22T01:55:05.000;2019-05-22T02:55:05.000;6.7;5.00;18.99;1
2019-05-22T02:00:05.000;2019-05-22T03:00:05.000;6.7;5.00;18.95;1
2019-05-22T02:05:05.000;2019-05-22T03:05:05.000;6.7;5.00;18.86;1
2019-05-22T02:10:05.000;2019-05-22T03:10:05.000;6.7;5.00;18.80;1
2019-05-22T02:15:05.000;2019-05-22T03:15:05.000;6.7;5.00;18.75;1
2019-05-22T02:20:05.000;2019-05-22T03:20:05.000;6.4;5.00;18.72;1
2019-05-22T02:25:05.000;2019-05-22T03:25:05.000;6.4;5.00;18.77;1
2019-05-22T02:30:05.000;2019-05-22T03:30:05.000;6.4;5.00;18.68;1
2019-05-22T02:35:05.000;2019-05-22T03:35:05.000;6.4;5.00;18.66;1
2019-05-22T02:40:05.000;2019-05-22T03:40:05.000;6.4;5.00;18.62;1
2019-05-22T02:45:05.000;2019-05-22T03:45:05.000;6.4;5.00;18.50;1
2019-05-22T02:50:05.000;2019-05-22T03:50:05.000;6.4;5.00;18.16;1
2019-05-22T02:55:05.000;2019-05-22T03:55:05.000;6.1;5.00;17.91;1
2019-05-22T03:00:05.000;2019-05-22T04:00:05.000;6.1;5.00;17.73;1
2019-05-22T03:05:05.000;2019-05-22T04:05:05.000;6.1;5.00;17.44;1
2019-05-22T03:10:05.000;2019-05-22T04:10:05.000;5.8;5.00;17.07;1
2019-05-22T03:15:05.000;2019-05-22T04:15:05.000;5.8;5.00;16.56;1
2019-05-22T03:20:05.000;2019-05-22T04:20:05.000;5.8;5.00;16.12;1
2019-05-22T03:25:05.000;2019-05-22T04:25:05.000;5.8;5.00;15.67;1
2019-05-22T03:30:05.000;2019-05-22T04:30:05.000;5.8;5.00;15.23;1
2019-05-22T03:35:05.000;2019-05-22T04:35:05.000;5.4;5.00;14.48;1
2019-05-22T03:40:05.000;2019-05-22T04:40:05.000;5.4;5.00;13.52;1
2019-05-22T03:45:05.000;2019-05-22T04:45:05.000;5.4;5.00;12.84;1
2019-05-22T03:50:05.000;2019-05-22T04:50:05.000;5.4;5.00;12.23;1
2019-05-22T03:55:05.000;2019-05-22T04:55:05.000;5.4;5.00;11.53;1
2019-05-22T04:00:05.000;2019-05-22T05:00:05.000;5.4;5.00;10.83;1
2019-05-22T04:05:05.000;2019-05-22T05:05:05.000;5.4;5.00;10.14;1
