# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 38
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R1
# Instrument ID: USBAK06E436
# Data supplier: Derek OKeeffe C.A.C
# Location name: Ireland, Cloughleafin, Mitchelstown, Cork
# Position (lat, lon, elev(m)): 52.2533, -8.3605, 80
# Local timezone: Europe/Dublin
# Time Synchronization: 
# Moving / Stationary position: stationary
# Moving / Fixed look direction: fixed
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0,0
# Field of view (degrees): 20
# Number of fields per line: 5
# SQM serial number: 4475
# SQM hardware identity: AK06E436
# SQM firmware version: 4-6-61
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000006,00000061,00004475
# SQM readout test rx: r, 09.02m,0000023506Hz,0000000000c,0000000.000s, 021.9C
# SQM readout test cx: c,00000019.94m,0000241.628s, 019.3C,00000008.71m, 019.9C
# DL time difference (seconds): -7
# DL retrieved at (UTC): 2019-06-01T12:51:53.957
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.205
# UDM setting: DL Retrieve All
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2019-05-07T20:25:05.000;2019-05-07T21:25:05.000;8.3;5.00;10.42;1
2019-05-07T20:30:05.000;2019-05-07T21:30:05.000;8.3;5.00;11.04;1
2019-05-07T20:35:05.000;2019-05-07T21:35:05.000;8.3;5.00;12.34;1
2019-05-07T20:40:05.000;2019-05-07T21:40:05.000;8.3;5.00;12.75;1
2019-05-07T20:45:05.000;2019-05-07T21:45:05.000;8.0;5.00;13.86;1
2019-05-07T20:50:05.000;2019-05-07T21:50:05.000;8.0;5.00;14.55;1
2019-05-07T20:55:05.000;2019-05-07T21:55:05.000;8.0;5.00;15.43;1
2019-05-07T21:00:05.000;2019-05-07T22:00:05.000;8.0;5.00;15.85;1
2019-05-07T21:05:05.000;2019-05-07T22:05:05.000;8.0;5.00;16.32;1
2019-05-07T21:10:05.000;2019-05-07T22:10:05.000;8.0;5.00;16.84;1
2019-05-07T21:15:05.000;2019-05-07T22:15:05.000;8.0;5.00;17.73;1
2019-05-07T21:20:05.000;2019-05-07T22:20:05.000;8.0;5.00;17.92;1
2019-05-07T21:25:05.000;2019-05-07T22:25:05.000;7.7;5.00;18.68;1
2019-05-07T21:30:05.000;2019-05-07T22:30:05.000;7.7;5.00;18.78;1
2019-05-07T21:35:05.000;2019-05-07T22:35:05.000;7.7;5.00;19.09;1
2019-05-07T21:40:05.000;2019-05-07T22:40:05.000;7.4;5.00;19.38;1
2019-05-07T21:45:05.000;2019-05-07T22:45:05.000;7.4;5.00;19.62;1
2019-05-07T21:50:05.000;2019-05-07T22:50:05.000;7.4;5.00;19.70;1
2019-05-07T21:55:05.000;2019-05-07T22:55:05.000;7.4;5.00;19.78;1
2019-05-07T22:00:05.000;2019-05-07T23:00:05.000;7.4;5.00;20.00;1
2019-05-07T22:05:05.000;2019-05-07T23:05:05.000;7.0;5.00;19.89;1
2019-05-07T22:10:05.000;2019-05-07T23:10:05.000;7.0;5.00;19.93;1
2019-05-07T22:15:05.000;2019-05-07T23:15:05.000;7.0;5.00;19.94;1
2019-05-07T22:20:05.000;2019-05-07T23:20:05.000;7.0;5.00;20.07;1
2019-05-07T22:25:05.000;2019-05-07T23:25:05.000;7.0;5.00;20.07;1
2019-05-07T22:30:05.000;2019-05-07T23:30:05.000;7.0;5.00;20.06;1
2019-05-07T22:35:05.000;2019-05-07T23:35:05.000;6.7;5.00;20.09;1
2019-05-07T22:40:05.000;2019-05-07T23:40:05.000;6.7;5.00;20.18;1
2019-05-07T22:45:05.000;2019-05-07T23:45:05.000;6.7;5.00;20.28;1
2019-05-07T22:50:05.000;2019-05-07T23:50:05.000;6.7;5.00;20.26;1
2019-05-07T22:55:05.000;2019-05-07T23:55:05.000;6.7;5.00;20.38;1
2019-05-07T23:00:05.000;2019-05-08T00:00:05.000;6.7;5.00;20.20;1
2019-05-07T23:05:05.000;2019-05-08T00:05:05.000;6.7;5.00;20.32;1
2019-05-07T23:10:05.000;2019-05-08T00:10:05.000;6.7;5.00;20.25;1
2019-05-07T23:15:05.000;2019-05-08T00:15:05.000;6.7;5.00;20.33;1
2019-05-07T23:20:05.000;2019-05-08T00:20:05.000;6.7;5.00;20.24;1
2019-05-07T23:25:05.000;2019-05-08T00:25:05.000;6.7;5.00;20.23;1
2019-05-07T23:30:05.000;2019-05-08T00:30:05.000;6.4;5.00;20.32;1
2019-05-07T23:35:05.000;2019-05-08T00:35:05.000;6.4;5.00;20.33;1
2019-05-07T23:40:05.000;2019-05-08T00:40:05.000;6.4;5.00;20.39;1
2019-05-07T23:45:05.000;2019-05-08T00:45:05.000;6.4;5.00;20.40;1
2019-05-07T23:50:05.000;2019-05-08T00:50:05.000;6.4;5.00;20.42;1
2019-05-07T23:55:05.000;2019-05-08T00:55:05.000;6.4;5.00;20.58;1
2019-05-08T00:00:05.000;2019-05-08T01:00:05.000;6.4;5.00;20.42;1
2019-05-08T00:05:05.000;2019-05-08T01:05:05.000;6.4;5.00;20.52;1
2019-05-08T00:10:05.000;2019-05-08T01:10:05.000;6.4;5.00;20.54;1
2019-05-08T00:15:05.000;2019-05-08T01:15:05.000;6.4;5.00;20.50;1
2019-05-08T00:20:05.000;2019-05-08T01:20:05.000;6.4;5.00;20.42;1
2019-05-08T00:25:05.000;2019-05-08T01:25:05.000;6.4;5.00;20.45;1
