# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 38
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R1
# Instrument ID: USBAK06E436
# Data supplier: Derek OKeeffe C.A.C
# Location name: Ireland, Cloughleafin, Mitchelstown, Cork
# Position (lat, lon, elev(m)): 52.2533, -8.3605, 80
# Local timezone: Europe/Dublin
# Time Synchronization: 
# Moving / Stationary position: stationary
# Moving / Fixed look direction: fixed
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0,0
# Field of view (degrees): 20
# Number of fields per line: 5
# SQM serial number: 4475
# SQM hardware identity: AK06E436
# SQM firmware version: 4-6-61
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000006,00000061,00004475
# SQM readout test rx: r, 09.52m,0000014830Hz,0000000000c,0000000.000s, 022.2C
# SQM readout test cx: c,00000019.94m,0000241.628s, 019.3C,00000008.71m, 019.9C
# DL time difference (seconds): -7
# DL retrieved at (UTC): 2019-06-01T12:57:55.769
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.205
# UDM setting: DL Retrieve All
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2019-05-18T20:40:05.000;2019-05-18T21:40:05.000;10.6;5.00;10.15;1
2019-05-18T20:45:05.000;2019-05-18T21:45:05.000;10.6;5.00;10.80;1
2019-05-18T20:50:05.000;2019-05-18T21:50:05.000;10.6;5.00;11.22;1
2019-05-18T20:55:05.000;2019-05-18T21:55:05.000;10.6;5.00;11.57;1
2019-05-18T21:00:05.000;2019-05-18T22:00:05.000;10.3;5.00;12.30;1
2019-05-18T21:05:05.000;2019-05-18T22:05:05.000;10.3;5.00;13.16;1
2019-05-18T21:10:05.000;2019-05-18T22:10:05.000;10.3;5.00;13.62;1
2019-05-18T21:15:05.000;2019-05-18T22:15:05.000;10.3;5.00;14.38;1
2019-05-18T21:20:05.000;2019-05-18T22:20:05.000;10.3;5.00;14.77;1
2019-05-18T21:25:05.000;2019-05-18T22:25:05.000;10.3;5.00;15.52;1
2019-05-18T21:30:05.000;2019-05-18T22:30:05.000;10.3;5.00;15.89;1
2019-05-18T21:35:05.000;2019-05-18T22:35:05.000;10.3;5.00;16.49;1
2019-05-18T21:40:05.000;2019-05-18T22:40:05.000;9.9;5.00;17.09;1
2019-05-18T21:45:05.000;2019-05-18T22:45:05.000;9.9;5.00;17.39;1
2019-05-18T21:50:05.000;2019-05-18T22:50:05.000;9.9;5.00;17.67;1
2019-05-18T21:55:05.000;2019-05-18T22:55:05.000;9.9;5.00;17.80;1
2019-05-18T22:00:05.000;2019-05-18T23:00:05.000;9.9;5.00;17.94;1
2019-05-18T22:05:05.000;2019-05-18T23:05:05.000;9.9;5.00;18.13;1
2019-05-18T22:10:05.000;2019-05-18T23:10:05.000;9.9;5.00;18.11;1
2019-05-18T22:15:05.000;2019-05-18T23:15:05.000;9.9;5.01;18.26;1
2019-05-18T22:20:05.000;2019-05-18T23:20:05.000;9.9;5.00;18.19;1
2019-05-18T22:25:05.000;2019-05-18T23:25:05.000;9.9;5.00;18.16;1
2019-05-18T22:30:05.000;2019-05-18T23:30:05.000;9.9;5.00;18.04;1
2019-05-18T22:35:05.000;2019-05-18T23:35:05.000;9.9;5.00;17.97;1
2019-05-18T22:40:05.000;2019-05-18T23:40:05.000;9.6;5.00;17.82;1
2019-05-18T22:45:05.000;2019-05-18T23:45:05.000;9.6;5.00;18.31;1
2019-05-18T22:50:05.000;2019-05-18T23:50:05.000;9.6;5.00;18.18;1
2019-05-18T22:55:05.000;2019-05-18T23:55:05.000;9.6;5.00;18.09;1
2019-05-18T23:00:05.000;2019-05-19T00:00:05.000;9.6;5.00;18.09;1
2019-05-18T23:05:05.000;2019-05-19T00:05:05.000;9.6;5.00;18.08;1
